EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Salary,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,Overtime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,JobInvolvement,Education,EnvironmentSatisfaction,MonthlyIncome,JobLevel,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,DailyRate,MonthlyRate,Attrition
563,49,Male,Single,Finance,Analyst,139837,20,13,1,1,No,13,7,2,1,2,29,1,PhD,4,6323,3,0,1,11,1722,5399,Yes
564,29,Male,Divorced,IT,Engineer,144912,32,6,4,4,No,33,2,4,4,2,23,3,Master's,4,3445,2,2,15,49,1673,23762,No
565,49,Female,Single,HR,Manager,92993,22,17,3,1,Yes,5,3,4,5,0,32,4,Bachelor's,1,12963,2,7,3,46,1688,20241,Yes
566,57,Female,Single,IT,Executive,142752,7,4,4,1,Yes,37,3,3,2,2,10,1,High School,3,18437,3,5,4,58,1663,9604,Yes
567,47,Male,Divorced,Sales,Engineer,110122,9,8,4,3,Yes,14,4,3,4,2,27,2,High School,2,19855,2,12,6,84,1712,12957,Yes
568,29,Female,Single,Operations,Engineer,127512,1,17,4,2,No,27,8,3,2,0,1,1,PhD,2,19411,1,4,5,45,608,9731,Yes
569,49,Female,Married,Operations,Manager,55416,29,3,2,4,Yes,23,8,1,3,1,39,4,Master's,4,13847,4,12,9,84,811,20780,Yes
570,49,Male,Divorced,Finance,Engineer,31814,8,17,2,3,No,14,9,1,2,0,29,2,Master's,4,6236,2,9,13,82,1518,29138,No
571,58,Male,Married,Operations,Engineer,108537,4,9,2,4,Yes,40,0,1,4,2,3,1,Bachelor's,4,16487,4,1,7,79,1554,17808,Yes
572,57,Female,Divorced,HR,Engineer,80258,35,2,3,4,Yes,4,7,3,3,1,37,4,Bachelor's,2,14848,2,2,13,43,784,29022,Yes
573,48,Male,Single,Operations,Executive,46508,3,13,2,2,Yes,39,0,2,4,1,31,4,High School,2,16155,3,11,13,67,885,4261,No
574,38,Female,Divorced,Finance,Manager,115166,7,2,1,1,Yes,19,1,4,4,1,11,1,PhD,1,14255,2,1,19,46,1685,13809,No
575,30,Female,Married,Sales,Engineer,108916,27,11,4,2,No,47,6,1,3,0,22,4,Master's,3,4979,4,0,2,69,956,19696,No
576,54,Female,Single,Sales,Engineer,143710,1,15,3,2,No,4,7,2,2,1,18,3,Bachelor's,4,12007,4,6,0,21,276,12056,Yes
577,41,Female,Divorced,Operations,Executive,65699,27,11,3,3,No,30,0,3,1,1,35,2,Bachelor's,1,5326,3,13,8,41,1529,20689,Yes
578,34,Male,Divorced,IT,Manager,76335,16,3,3,2,No,19,2,1,1,1,6,3,PhD,2,5330,4,2,8,90,400,23891,No
579,49,Male,Divorced,Sales,Analyst,76806,38,3,3,1,Yes,31,6,3,1,2,3,1,PhD,1,4002,3,6,1,13,544,28383,No
580,50,Male,Married,Operations,Executive,107853,7,12,3,4,No,31,8,2,1,0,5,3,High School,2,12734,3,11,15,42,1862,21125,No
581,34,Male,Married,Finance,Manager,93768,23,5,1,2,No,9,7,1,5,0,9,1,PhD,3,9448,4,6,7,52,1250,21720,No
582,56,Female,Divorced,Operations,Engineer,65739,11,7,4,4,No,13,7,1,1,2,28,1,High School,2,9837,1,7,5,18,1472,25864,No
583,27,Female,Single,Sales,Manager,64785,33,7,3,2,Yes,14,8,1,3,1,19,4,High School,1,15396,4,0,12,60,120,23543,Yes
584,39,Male,Single,Finance,Manager,61980,36,13,4,4,No,46,9,1,1,2,28,4,PhD,3,10354,4,4,0,29,1115,2997,No
585,26,Female,Married,Operations,Manager,119335,37,9,2,2,No,10,2,2,4,2,27,1,PhD,2,17251,2,9,18,48,810,17155,Yes
586,46,Female,Single,HR,Analyst,130719,17,13,3,3,Yes,48,7,1,1,1,13,2,PhD,4,5529,4,8,14,32,800,8353,Yes
587,23,Female,Married,Finance,Manager,124702,35,12,3,4,Yes,31,0,4,2,1,38,2,PhD,2,16209,2,11,0,50,1967,20703,No
588,31,Male,Divorced,HR,Analyst,115016,5,13,4,2,No,37,7,4,3,0,21,2,PhD,3,6912,2,10,9,53,1543,5207,No
589,51,Male,Married,IT,Engineer,31609,32,10,3,2,No,23,6,3,3,1,27,3,High School,1,14316,4,6,0,44,251,27174,No
590,26,Male,Married,Finance,Analyst,96253,3,1,3,3,Yes,27,7,1,5,2,6,1,Bachelor's,3,4421,3,0,11,32,1283,11275,No
591,54,Female,Divorced,HR,Engineer,115481,35,8,3,3,No,6,0,4,4,2,38,4,Master's,1,16510,1,7,10,67,958,21965,No
592,22,Male,Single,Sales,Engineer,121128,14,16,1,3,Yes,26,5,4,3,1,11,3,Master's,2,14152,4,2,16,57,1603,17874,Yes
593,39,Male,Married,Sales,Analyst,58141,31,13,1,4,No,2,6,4,2,0,17,3,High School,2,8617,4,12,3,96,1566,5086,No
594,53,Male,Married,IT,Executive,60009,31,3,3,4,No,45,4,2,1,2,39,4,High School,3,4195,3,3,6,67,195,17973,No
595,32,Male,Divorced,Finance,Clerk,140966,17,3,1,3,No,13,4,1,3,1,7,1,Bachelor's,4,9229,2,3,11,66,1475,25550,Yes
596,42,Male,Single,Finance,Manager,36782,24,5,2,1,No,19,6,2,2,0,30,3,PhD,2,8305,3,14,12,96,1198,28878,No
597,47,Male,Married,Finance,Clerk,122072,23,11,3,1,No,1,2,2,1,0,21,1,High School,4,11077,3,9,4,48,977,29360,No
598,46,Female,Divorced,IT,Manager,129352,18,7,2,2,Yes,40,5,4,5,2,1,1,Master's,4,18880,2,13,5,37,1717,19105,No
599,43,Female,Married,Finance,Manager,55933,14,10,4,1,Yes,32,6,4,3,2,25,1,PhD,3,12345,4,11,1,73,739,16870,Yes
600,48,Male,Divorced,Sales,Engineer,107154,15,10,2,2,No,22,0,3,3,0,32,4,High School,2,8200,3,7,6,71,1482,3154,No
601,34,Male,Single,HR,Manager,38307,15,2,4,4,No,48,1,1,2,0,8,1,PhD,4,12874,3,0,13,92,1256,18029,No
602,54,Female,Single,Sales,Manager,122207,6,3,3,4,No,29,3,1,4,0,5,3,Master's,2,3294,4,7,13,71,499,9167,No
603,55,Female,Single,Sales,Analyst,136209,27,8,4,1,Yes,2,7,4,5,1,30,4,PhD,1,9097,4,8,9,94,1262,2016,No
604,56,Male,Single,HR,Clerk,138297,15,11,4,4,Yes,40,9,4,4,2,8,4,High School,4,9412,1,8,3,97,345,9097,Yes
605,22,Male,Married,Sales,Analyst,105874,36,13,2,3,Yes,38,5,1,3,0,19,3,High School,3,11836,3,4,2,94,1414,27567,No
606,42,Male,Married,IT,Manager,68346,8,7,2,3,Yes,48,0,3,4,2,30,4,Master's,3,14825,1,3,13,35,211,15165,Yes
607,27,Male,Single,HR,Engineer,142138,15,13,2,1,Yes,11,9,4,1,2,15,3,Bachelor's,4,9678,2,3,5,60,1838,20616,No
608,49,Female,Single,Sales,Analyst,80772,3,2,3,1,Yes,17,4,3,5,2,36,2,Bachelor's,2,18735,4,8,14,59,1293,13654,No
609,38,Male,Single,Operations,Analyst,102084,13,6,3,2,Yes,43,6,2,4,0,27,3,PhD,1,8743,4,14,7,45,1722,19830,No
610,26,Male,Married,Sales,Executive,70149,34,9,2,4,Yes,8,5,4,1,1,13,4,High School,1,19494,1,7,4,35,1754,18205,Yes
611,52,Male,Single,IT,Manager,116700,24,2,3,2,No,22,8,2,2,0,14,3,High School,3,11775,3,9,2,42,1733,11657,No
612,26,Male,Single,Finance,Engineer,57526,32,18,3,2,Yes,4,7,4,4,2,37,2,Master's,3,14417,2,14,2,77,1363,13959,No
613,59,Female,Single,Sales,Analyst,126758,32,16,4,3,Yes,11,3,2,5,0,30,1,Master's,2,12678,3,9,12,82,1460,24158,Yes
614,24,Female,Divorced,Finance,Analyst,115712,30,12,4,3,Yes,8,4,4,1,0,39,1,High School,3,7864,3,11,1,17,1261,13819,No
615,44,Female,Single,Operations,Engineer,98477,13,7,2,3,Yes,9,6,3,4,2,13,1,Master's,2,16467,1,6,0,75,1717,5083,No
616,58,Male,Divorced,Sales,Manager,35695,1,7,3,3,No,26,7,3,2,2,16,4,Bachelor's,4,4648,3,11,11,32,1359,11735,No
617,58,Male,Divorced,HR,Executive,69169,34,17,4,2,Yes,2,4,3,4,0,7,2,Bachelor's,1,18677,1,2,7,79,1771,26655,No
618,31,Female,Single,Finance,Analyst,77947,15,13,1,3,No,16,8,2,1,0,27,3,PhD,4,18918,4,3,18,64,893,8952,Yes
619,31,Male,Divorced,Operations,Executive,77224,14,11,3,4,No,31,9,3,4,0,35,3,Master's,3,5381,4,14,8,52,1126,26225,Yes
620,40,Male,Single,HR,Clerk,75865,29,6,1,3,No,6,3,2,5,0,15,3,PhD,1,19489,4,8,13,30,1694,16637,Yes
621,38,Female,Married,HR,Manager,55553,34,14,2,3,Yes,21,3,4,3,1,28,3,Master's,1,14745,2,13,17,31,215,29863,No
622,42,Female,Married,HR,Clerk,134501,18,6,3,3,Yes,26,7,2,1,0,35,4,Master's,4,8818,2,12,9,18,1595,11463,No
623,35,Female,Married,HR,Clerk,90410,7,6,2,1,Yes,19,0,4,1,1,7,4,Bachelor's,2,12886,3,7,8,43,1254,28140,No
624,30,Female,Married,Sales,Clerk,133754,29,2,2,4,No,28,7,1,1,2,20,2,High School,1,3381,1,11,5,68,1033,7391,No
625,22,Male,Divorced,Sales,Manager,120895,31,15,2,4,No,8,4,1,1,1,32,3,Master's,2,7356,3,11,0,35,1606,16468,Yes
626,34,Male,Single,Sales,Manager,54816,25,17,2,2,No,14,0,1,4,2,38,1,Master's,4,8918,4,0,4,10,1524,17091,No
627,25,Female,Single,Operations,Engineer,85026,38,8,2,2,No,24,3,2,5,1,32,4,Master's,4,4316,3,2,9,14,1324,16964,Yes
628,22,Male,Single,Operations,Executive,80705,14,5,3,3,Yes,48,1,1,2,2,26,2,High School,2,8454,3,13,12,50,391,28289,No
629,53,Female,Married,Operations,Executive,91922,8,17,1,1,Yes,44,3,1,5,0,39,2,PhD,4,16107,3,11,3,72,441,27585,No
630,55,Female,Married,IT,Engineer,145700,27,1,3,2,Yes,37,7,1,1,1,20,4,PhD,1,7074,4,9,0,31,1114,10964,Yes
631,49,Male,Single,Operations,Engineer,103914,2,18,3,2,No,26,4,4,4,1,18,1,Master's,4,17811,1,1,1,77,1733,9914,No
632,52,Female,Married,Sales,Clerk,31881,17,15,3,3,No,31,0,3,4,2,15,1,Master's,4,10621,3,1,3,57,1339,16476,Yes
633,29,Male,Single,Sales,Engineer,69567,37,5,4,3,Yes,32,6,2,1,2,22,3,PhD,1,19126,4,12,16,75,1759,18866,Yes
634,47,Male,Single,IT,Analyst,77365,14,7,4,2,Yes,41,0,1,4,1,22,4,PhD,2,11654,2,12,9,25,684,28968,No
635,55,Male,Single,IT,Executive,109211,25,18,3,2,No,2,8,4,1,2,21,1,Bachelor's,4,15872,1,7,11,89,1489,24065,Yes
636,24,Male,Single,Operations,Engineer,100122,30,6,1,4,Yes,25,2,3,5,0,2,4,Master's,2,17951,4,5,1,62,1765,9437,Yes
637,33,Female,Single,Finance,Analyst,55006,29,5,3,1,Yes,44,2,3,3,1,18,2,PhD,1,11349,3,11,2,95,1592,13371,No
638,22,Male,Single,IT,Analyst,71198,20,19,2,4,No,2,5,3,4,0,23,2,Bachelor's,2,13909,4,11,13,74,1541,11773,Yes
639,26,Female,Single,HR,Analyst,52831,21,10,4,2,No,42,9,4,1,1,13,2,High School,2,13760,1,11,14,88,126,29097,Yes
640,51,Female,Married,Sales,Analyst,130649,22,15,4,4,No,1,5,1,1,0,9,4,Master's,3,14584,3,12,12,73,1800,27681,No
641,51,Female,Single,HR,Clerk,46459,35,10,3,4,Yes,36,5,3,4,1,7,3,PhD,3,5106,2,5,8,97,554,7203,Yes
642,38,Female,Single,Sales,Analyst,62443,37,16,3,2,No,12,0,4,2,2,1,3,Master's,4,16669,2,3,1,77,1017,21745,No
643,44,Male,Married,Sales,Clerk,72316,16,12,1,3,Yes,9,4,4,1,1,2,1,Bachelor's,3,5938,2,0,18,72,679,17430,Yes
644,36,Male,Married,IT,Clerk,126131,17,18,1,2,Yes,36,5,2,4,0,4,4,PhD,3,5483,4,10,15,71,113,14462,No
645,58,Female,Married,IT,Analyst,94486,16,1,2,3,No,41,7,4,1,1,14,3,High School,3,4375,1,6,10,91,197,24331,No
646,42,Female,Single,HR,Executive,35877,2,16,3,2,Yes,28,0,3,2,0,32,4,High School,2,13015,2,7,11,90,378,11033,No
647,35,Male,Divorced,Sales,Analyst,69553,4,6,3,2,No,38,4,3,3,0,36,3,Bachelor's,2,19628,3,1,0,80,589,21918,No
648,23,Female,Divorced,HR,Analyst,144137,21,3,3,2,No,33,2,4,2,0,2,2,High School,3,18060,3,1,1,54,1084,20256,No
649,32,Male,Married,Finance,Analyst,34922,39,2,4,1,Yes,42,1,3,5,2,14,2,High School,1,19863,3,0,15,61,1060,17754,Yes
650,59,Female,Divorced,HR,Executive,147018,34,2,2,3,Yes,46,7,4,4,1,20,1,High School,3,13654,4,3,1,83,1882,25642,No
651,55,Male,Married,Operations,Manager,34686,30,13,1,1,No,22,6,3,2,0,25,2,High School,1,17253,1,5,18,74,723,24366,No
652,59,Female,Single,HR,Manager,62766,6,9,4,2,No,25,9,2,3,2,8,3,High School,2,14565,1,13,9,11,306,21889,Yes
653,55,Female,Divorced,Operations,Clerk,109943,17,16,4,4,No,18,6,1,1,0,28,1,High School,1,3087,2,4,18,58,1987,5320,No
654,39,Male,Single,Operations,Clerk,62006,39,5,4,1,No,6,4,2,4,1,21,1,High School,2,12432,1,3,9,31,1969,16979,Yes
655,51,Female,Divorced,Operations,Executive,61422,25,7,4,3,No,18,8,2,2,2,23,2,PhD,1,11764,3,13,15,38,1356,4728,Yes
656,36,Female,Single,Finance,Engineer,146590,5,13,2,2,No,16,4,1,3,0,32,4,High School,2,3178,3,3,12,44,1696,19338,No
657,48,Male,Divorced,HR,Manager,42205,5,13,3,1,Yes,15,1,3,2,0,8,2,PhD,2,19546,4,9,15,90,696,3595,Yes
658,55,Female,Single,HR,Clerk,116590,20,7,1,4,Yes,48,2,1,5,0,31,2,Master's,3,5640,3,14,17,85,794,4288,Yes
659,59,Male,Single,Finance,Manager,53527,16,10,1,1,Yes,8,3,4,4,1,37,1,Bachelor's,4,12197,1,6,7,33,1362,8845,Yes
660,54,Male,Divorced,Sales,Executive,141483,37,15,4,3,Yes,13,4,1,1,2,16,2,High School,4,5421,3,6,17,39,349,9663,No
661,45,Female,Single,IT,Executive,48443,9,6,4,1,No,43,2,2,3,2,27,3,Bachelor's,2,13947,2,1,12,93,1706,25320,Yes
662,36,Female,Single,HR,Engineer,46524,5,5,2,4,Yes,7,6,1,2,2,18,1,High School,3,4217,4,12,6,51,839,19127,No
663,51,Female,Single,IT,Engineer,146477,2,2,4,4,Yes,17,4,3,4,0,35,2,PhD,4,5474,4,6,17,80,1720,19878,No
664,38,Female,Divorced,Finance,Executive,58202,9,15,1,3,No,32,4,2,2,2,15,4,High School,4,3929,1,1,5,59,405,24990,Yes
665,26,Female,Divorced,Sales,Clerk,95552,36,16,1,4,Yes,22,5,4,4,0,27,3,Master's,3,10958,3,3,8,80,1586,8944,No
666,50,Female,Single,Sales,Manager,76142,22,19,3,2,No,13,6,3,5,1,17,4,Bachelor's,3,4502,3,14,5,69,1906,29922,Yes
667,25,Female,Single,Sales,Analyst,91692,22,9,3,4,No,47,9,2,2,2,2,3,Bachelor's,4,3420,1,0,17,39,1925,14302,Yes
668,31,Male,Divorced,Finance,Engineer,112384,22,19,1,2,No,23,9,4,5,0,31,4,Master's,4,16580,1,4,16,21,1359,25592,No
669,38,Female,Divorced,Operations,Analyst,50855,34,7,1,1,No,29,7,3,3,2,37,2,PhD,1,18840,2,0,11,58,1414,12180,No
670,31,Male,Single,Operations,Clerk,113747,29,4,2,2,No,22,8,4,5,2,34,3,PhD,1,8830,1,3,2,91,1162,2207,No
671,38,Female,Single,IT,Engineer,90372,38,3,2,2,Yes,1,3,1,4,1,34,1,Master's,2,8811,3,12,4,55,1097,3083,Yes
672,41,Female,Single,Operations,Analyst,55095,33,11,1,1,Yes,29,4,1,3,2,3,1,Bachelor's,4,11619,2,8,6,52,817,20796,Yes
673,45,Male,Married,Operations,Clerk,68724,18,1,4,4,Yes,48,4,4,2,1,17,4,High School,3,16527,4,12,9,11,282,5311,Yes
674,26,Female,Divorced,Sales,Manager,79241,7,6,3,2,No,5,7,1,2,2,14,4,PhD,3,19223,3,11,9,84,1822,25135,No
675,55,Female,Married,Sales,Clerk,133119,1,11,1,4,Yes,35,8,4,4,2,14,4,High School,4,3106,4,7,18,89,744,26341,Yes
676,27,Male,Divorced,IT,Engineer,82003,33,1,4,1,Yes,10,6,3,1,2,38,3,Bachelor's,2,7049,4,5,3,63,129,10588,Yes
677,23,Female,Divorced,HR,Executive,98379,1,7,1,3,Yes,19,4,2,1,2,35,1,High School,3,11289,4,14,9,44,1511,28533,Yes
678,34,Female,Divorced,IT,Manager,124837,24,6,3,4,Yes,37,2,4,2,2,1,2,Master's,4,4903,3,7,17,61,866,18592,Yes
679,32,Female,Divorced,IT,Analyst,121996,4,14,3,4,No,7,0,2,4,2,29,3,PhD,4,14493,4,4,2,42,1266,15444,No
680,44,Male,Divorced,Finance,Engineer,127454,4,2,2,3,Yes,46,8,2,1,1,4,4,PhD,2,8376,3,6,2,94,714,25932,Yes
681,37,Female,Divorced,Finance,Executive,124283,18,4,2,3,No,35,4,4,5,1,33,1,Master's,4,3042,4,7,4,93,1542,27008,No
682,52,Female,Divorced,IT,Clerk,45972,27,11,2,1,No,45,8,1,2,0,17,4,Master's,3,4577,1,6,15,81,1104,21040,Yes
683,32,Female,Married,IT,Executive,123846,32,15,2,4,Yes,13,9,3,5,2,28,2,PhD,1,15382,1,13,19,60,173,7850,Yes
684,37,Female,Single,IT,Engineer,52927,33,18,3,4,No,10,3,2,4,1,26,2,PhD,2,8885,3,3,12,35,1178,20820,Yes
685,29,Male,Single,Operations,Engineer,145657,28,1,4,1,No,2,4,3,5,2,8,1,PhD,4,11576,4,4,10,71,1061,14719,No
686,25,Male,Married,Finance,Executive,96630,36,3,4,4,No,6,3,2,1,2,34,3,Bachelor's,2,16106,4,12,12,70,1871,23777,No
687,25,Female,Married,IT,Clerk,134428,6,3,4,2,No,8,1,4,1,1,18,2,Bachelor's,4,14663,4,13,18,35,1695,18517,No
688,46,Female,Married,Sales,Executive,82347,16,7,1,2,No,36,0,1,3,2,31,2,Bachelor's,1,6577,1,9,5,46,123,25617,Yes
689,24,Male,Married,Sales,Engineer,129708,34,1,2,2,No,25,7,3,2,1,27,2,High School,2,19142,4,5,12,39,1145,19022,Yes
690,53,Male,Divorced,Operations,Engineer,118860,23,11,2,4,No,44,3,2,4,1,16,2,Bachelor's,4,8244,4,13,3,20,527,3228,No
691,24,Female,Single,Operations,Analyst,116210,24,6,3,2,Yes,47,4,4,2,0,10,4,PhD,1,5134,3,13,4,62,1155,29945,Yes
692,48,Male,Divorced,HR,Analyst,99518,13,3,3,2,Yes,40,5,4,5,0,12,4,Bachelor's,3,6892,4,11,18,50,962,6019,Yes
693,50,Female,Single,HR,Manager,75283,18,19,1,1,No,7,7,2,4,0,22,3,PhD,4,7321,1,10,4,14,438,11482,No
694,53,Male,Single,HR,Engineer,111326,13,2,1,1,No,46,7,2,4,0,16,1,Master's,1,8776,4,5,13,75,1638,16105,Yes
695,40,Male,Married,Operations,Analyst,42205,37,18,4,3,Yes,23,6,2,1,2,12,1,High School,1,13584,1,12,3,22,611,20580,Yes
696,42,Male,Divorced,Operations,Executive,119874,39,12,3,3,Yes,19,3,1,5,2,11,1,High School,2,19119,1,8,11,72,1193,11895,Yes
697,26,Male,Married,Operations,Clerk,42748,17,10,2,3,Yes,46,5,2,1,0,20,2,Master's,4,8828,2,9,5,91,771,16135,No
698,39,Female,Divorced,Sales,Executive,51097,15,5,4,3,Yes,22,3,2,1,1,1,4,PhD,3,3295,1,13,18,99,1211,18245,Yes
699,49,Male,Single,Operations,Clerk,33092,18,9,2,1,No,13,6,1,3,1,27,4,High School,4,3413,2,13,9,34,976,28802,No
700,43,Male,Married,Sales,Analyst,83311,23,2,4,1,No,21,0,4,1,1,3,3,Bachelor's,1,13187,2,1,0,53,670,12387,Yes
701,42,Female,Married,HR,Manager,52692,30,2,2,1,Yes,1,4,2,2,1,12,1,PhD,3,17316,4,5,15,23,863,19359,No
702,27,Male,Single,HR,Executive,53862,34,6,1,2,Yes,19,9,3,4,2,30,4,High School,1,9668,2,12,3,78,1342,16904,No
703,22,Male,Single,HR,Executive,120396,4,10,4,2,Yes,33,9,4,1,1,9,3,Master's,2,18344,3,2,8,68,812,8121,No
704,26,Female,Single,IT,Executive,109507,3,18,2,3,Yes,4,3,3,2,1,37,1,PhD,4,11195,1,13,17,65,688,3028,No
705,33,Male,Married,IT,Clerk,110152,7,12,2,2,No,42,6,2,5,0,1,2,High School,1,19561,3,1,16,61,866,18909,Yes
706,47,Female,Divorced,Finance,Analyst,100469,18,4,3,4,Yes,3,8,1,4,1,4,4,Master's,1,7354,2,5,14,75,1882,4327,No
707,55,Female,Married,Finance,Executive,34926,7,17,4,1,Yes,27,4,1,5,2,15,4,PhD,4,8482,4,3,18,77,1393,20930,Yes
708,35,Female,Divorced,Finance,Executive,121299,6,15,2,3,Yes,41,3,1,2,1,27,1,Bachelor's,3,19076,1,4,6,21,918,19219,Yes
709,47,Female,Married,IT,Manager,33969,22,6,3,3,No,35,8,2,5,1,8,2,PhD,1,18376,3,4,17,84,1774,4483,No
710,48,Male,Married,IT,Manager,65733,1,16,2,4,No,28,4,2,5,2,23,2,Bachelor's,4,6271,4,2,5,77,177,29439,Yes
711,30,Female,Single,Finance,Analyst,99855,4,17,4,2,No,6,8,3,5,0,15,4,PhD,2,13674,2,11,18,52,1715,4734,Yes
712,47,Male,Divorced,Finance,Analyst,71743,29,3,1,3,Yes,6,7,1,1,2,27,1,Master's,2,8392,4,3,11,82,109,11730,Yes
713,43,Male,Married,Operations,Engineer,69876,21,10,4,2,Yes,44,3,2,1,0,31,3,Bachelor's,4,19673,3,2,2,83,1591,12102,Yes
714,51,Male,Married,Finance,Manager,137445,26,5,4,2,Yes,23,6,4,1,1,39,4,Bachelor's,1,17309,4,6,0,15,1459,9304,No
715,38,Male,Single,Operations,Engineer,50323,14,14,2,4,No,33,4,2,4,0,8,2,PhD,4,19791,3,14,4,24,735,6049,Yes
716,47,Male,Single,Sales,Clerk,46428,9,13,2,3,No,16,9,2,2,0,30,3,High School,4,3693,4,0,0,51,1309,16947,Yes
717,57,Male,Divorced,IT,Engineer,64578,12,6,4,2,Yes,24,3,4,1,0,18,1,Bachelor's,1,4169,1,14,7,40,1669,29218,Yes
718,22,Male,Married,Finance,Executive,116486,6,12,3,2,Yes,5,4,1,5,1,4,2,PhD,3,11623,4,5,6,95,1244,11495,Yes
719,29,Male,Divorced,IT,Engineer,138577,20,8,3,4,No,41,4,4,5,0,22,3,Master's,3,10782,1,3,14,62,691,26707,Yes
720,56,Male,Married,IT,Analyst,94140,24,5,3,4,Yes,42,8,1,5,0,3,4,PhD,2,16856,3,0,10,15,817,2392,No
721,36,Male,Divorced,IT,Clerk,137325,27,15,2,2,Yes,13,8,4,5,1,15,2,PhD,3,12174,1,0,17,42,664,13776,Yes
722,43,Female,Single,Sales,Executive,113829,38,16,2,4,Yes,47,5,3,3,2,35,1,Bachelor's,4,14352,4,4,13,38,1791,12867,No
723,35,Female,Married,HR,Engineer,36364,8,1,4,2,No,12,3,1,4,2,38,2,High School,1,8530,1,13,8,30,1397,4466,Yes
724,47,Female,Divorced,Finance,Clerk,65349,1,16,1,3,Yes,5,1,2,2,2,33,4,Master's,2,7992,3,4,4,63,509,3225,No
725,49,Male,Single,HR,Clerk,30691,24,5,2,1,Yes,37,2,3,2,1,14,1,Bachelor's,3,6312,4,9,3,65,457,16987,Yes
726,44,Female,Single,HR,Executive,125598,7,3,4,4,Yes,31,1,1,1,1,1,4,Bachelor's,4,16065,1,6,11,30,1770,21089,Yes
727,35,Female,Divorced,HR,Engineer,96467,19,15,4,1,Yes,28,4,1,3,2,26,3,Bachelor's,2,7318,1,12,0,64,197,2461,No
728,45,Female,Married,IT,Clerk,75896,22,13,1,2,No,28,5,1,2,0,8,2,Master's,1,17059,2,11,12,67,1106,11993,No
729,23,Male,Married,Operations,Clerk,87062,35,16,3,2,No,30,4,4,4,2,16,4,High School,3,4688,1,3,0,73,340,13465,No
730,47,Male,Single,IT,Manager,127266,30,11,4,2,No,18,1,1,5,1,38,3,Master's,4,3467,2,13,2,95,656,22369,Yes
731,35,Male,Married,IT,Clerk,109762,29,2,4,1,Yes,44,4,2,1,0,10,1,Master's,1,12537,3,8,7,55,810,18535,No
732,28,Male,Married,HR,Manager,43861,22,6,4,2,No,27,8,1,4,0,37,1,High School,4,5422,2,3,17,93,1926,12461,No
733,24,Female,Married,IT,Engineer,126837,11,6,3,4,Yes,35,3,2,2,1,26,3,Master's,4,17604,3,6,15,31,1237,14366,No
734,44,Female,Single,HR,Engineer,143779,20,14,3,3,No,26,9,2,3,0,28,3,PhD,4,7721,1,4,19,69,1610,3785,Yes
735,39,Female,Divorced,Operations,Engineer,118302,29,11,1,3,Yes,39,1,2,1,2,12,1,Master's,1,12203,1,14,19,20,1912,8242,Yes
736,59,Female,Married,Finance,Analyst,131710,34,8,2,4,No,49,2,3,2,1,20,4,Bachelor's,2,10541,2,4,15,56,1364,26529,Yes
737,56,Male,Single,HR,Engineer,93928,1,8,3,3,No,18,2,2,1,1,14,3,Master's,4,12869,3,5,1,40,255,16312,No
738,36,Male,Single,Operations,Clerk,136643,31,1,2,1,No,33,8,4,2,1,35,4,Bachelor's,2,17785,1,7,16,86,451,8356,Yes
739,46,Male,Divorced,Finance,Executive,145720,30,7,2,2,Yes,25,3,1,5,1,29,1,Master's,2,16679,2,14,9,27,143,25694,Yes
740,58,Female,Married,Sales,Manager,113231,18,6,3,2,Yes,31,0,4,3,0,12,4,Bachelor's,3,15542,2,4,6,31,691,25229,Yes
741,49,Male,Married,HR,Analyst,71347,17,8,4,2,Yes,37,0,3,5,1,18,4,Bachelor's,3,17461,2,14,9,65,1435,21844,Yes
742,31,Male,Divorced,HR,Engineer,33121,38,19,1,1,No,2,6,1,2,1,2,3,Bachelor's,2,14038,1,2,18,26,237,20220,No
743,38,Female,Divorced,Sales,Engineer,113793,14,8,2,1,Yes,33,6,2,4,0,2,4,High School,3,15252,3,5,19,47,1786,11589,Yes
744,43,Female,Single,Sales,Executive,58164,23,14,4,1,Yes,39,1,1,5,1,17,4,Master's,3,12770,1,13,8,34,535,27651,No
745,47,Male,Single,HR,Executive,55491,25,18,3,4,Yes,43,8,3,4,0,10,4,Master's,2,6749,4,11,16,41,853,24127,No
746,46,Male,Divorced,Sales,Analyst,89222,15,16,2,1,Yes,43,8,3,2,0,18,1,PhD,1,14817,4,13,8,24,242,24662,No
747,38,Male,Married,IT,Manager,53165,22,9,2,3,Yes,32,4,4,3,1,22,1,PhD,3,5503,1,1,8,22,1123,28584,No
748,34,Male,Single,Finance,Engineer,144250,3,15,2,4,Yes,18,2,1,4,2,19,2,PhD,3,10855,3,11,4,67,1946,3493,No
749,41,Male,Single,Finance,Analyst,33748,19,10,4,4,No,17,2,1,2,1,1,1,Master's,1,16378,2,11,6,99,1422,27711,No
750,46,Male,Married,Finance,Clerk,128581,34,16,4,4,No,34,2,1,4,2,24,1,High School,1,14329,4,7,10,59,1685,19932,Yes
751,25,Female,Single,IT,Clerk,56553,35,4,4,1,Yes,39,5,4,5,0,36,2,Bachelor's,1,14101,4,7,7,20,361,27360,No
